query	qlen	hits	sgenome	sseqid	qcovGnm	cls	hsp	qcovHSP	alenHSP	pident	gaps	qstart	qend	sstart	send	sstr	slen	evalue	bitscore
ENA|CP153139|CP153139.1	33783	100	SAMN03466543	SAMN03466543.contig00047	98.378	7	7	6.198	2105	97.245	14	15275	17368	2579	4680	+	5880	0.00e+00	3617
ENA|CP153139|CP153139.1	33783	100	SAMN03466543	SAMN03466543.contig00047	98.378	8	8	5.748	1953	97.081	14	15355	17296	2659	4608	+	5880	0.00e+00	3346
ENA|CP153139|CP153139.1	33783	100	SAMN03466543	SAMN03466543.contig00052	98.378	9	9	6.314	2133	98.218	0	10318	12450	1	2133	+	2133	0.00e+00	3676
ENA|CP153139|CP153139.1	33783	100	SAMN03466543	SAMN03466543.contig00052	98.378	10	10	3.132	1058	97.353	0	11393	12450	1076	2133	+	2133	0.00e+00	1783
ENA|CP153139|CP153139.1	33783	100	SAMN07179984	SAMN07179984.contig00043	98.588	1	1	44.623	15081	95.120	7	18709	33783	1	15080	+	27175	0.00e+00	23928
ENA|CP153139|CP153139.1	33783	100	SAMN07179984	SAMN07179984.contig00043	98.588	2	2	19.400	6557	95.898	22	3606	10159	18571	25108	+	27175	0.00e+00	10738
ENA|CP153139|CP153139.1	33783	100	SAMN07179984	SAMN07179984.contig00043	98.588	3	3	10.650	3598	93.747	0	1	3598	15081	18678	+	27175	0.00e+00	5474
ENA|CP153139|CP153139.1	33783	100	SAMN07179984	SAMN07179984.contig00043	98.588	4	4	6.432	2173	98.067	0	10282	12454	25003	27175	+	27175	0.00e+00	3730
ENA|CP153139|CP153139.1	33783	100	SAMN07179984	SAMN07179984.contig00043	98.588	5	5	3.247	1097	94.622	0	18709	19805	1	1097	+	27175	0.00e+00	1712
ENA|CP153139|CP153139.1	33783	100	SAMN07179984	SAMN07179984.contig00054	98.588	6	6	10.934	3695	96.752	1	12695	16388	1	3695	+	5739	0.00e+00	6132
ENA|CP153139|CP153139.1	33783	100	SAMN07179984	SAMN07179984.contig00054	98.588	7	7	6.728	2280	94.649	22	16328	18600	3475	5739	+	5739	0.00e+00	3707
ENA|CP153139|CP153139.1	33783	100	SAMN07179984	SAMN07179984.contig00054	98.588	8	8	3.061	1034	98.453	0	15355	16388	2662	3695	+	5739	0.00e+00	1793
ENA|CP153139|CP153139.1	33783	100	SAMEA1466436	SAMEA1466436.contig00034	98.754	1	1	7.468	2534	96.961	11	16264	18786	18631	21164	-	21164	0.00e+00	4282
ENA|CP153139|CP153139.1	33783	100	SAMEA1466436	SAMEA1466436.contig00034	98.754	1	2	44.549	15056	95.165	6	18734	33783	3590	18645	-	21164	0.00e+00	23910
ENA|CP153139|CP153139.1	33783	100	SAMEA1466436	SAMEA1466436.contig00034	98.754	2	3	10.624	3589	93.675	0	1	3589	1	3589	-	21164	0.00e+00	5449
ENA|CP153139|CP153139.1	33783	100	SAMEA1466436	SAMEA1466436.contig00034	98.754	3	4	3.641	1230	97.480	0	17557	18786	18631	19860	-	21164	0.00e+00	2078
ENA|CP153139|CP153139.1	33783	100	SAMEA1466436	SAMEA1466436.contig00034	98.754	4	5	3.573	1207	97.432	0	17580	18786	18631	19837	-	21164	0.00e+00	2037
ENA|CP153139|CP153139.1	33783	100	SAMEA1466436	SAMEA1466436.contig00034	98.754	5	6	3.250	1098	97.541	0	17689	18786	18631	19728	-	21164	0.00e+00	1858
ENA|CP153139|CP153139.1	33783	100	SAMEA1466436	SAMEA1466436.contig00034	98.754	6	7	3.129	1068	96.348	11	16264	17320	20097	21164	-	21164	0.00e+00	1810
ENA|CP153139|CP153139.1	33783	100	SAMEA1466436	SAMEA1466436.contig00034	98.754	7	8	3.129	1068	96.348	11	16264	17320	20097	21164	-	21164	0.00e+00	1810
ENA|CP153139|CP153139.1	33783	100	SAMEA1466436	SAMEA1466436.contig00042	98.754	8	9	10.455	3534	96.633	2	12703	16234	1	3534	-	3534	0.00e+00	5855
ENA|CP153139|CP153139.1	33783	100	SAMEA1466436	SAMEA1466436.contig00038	98.754	9	10	9.910	3348	96.386	2	6859	10206	1	3346	-	7745	0.00e+00	5510
ENA|CP153139|CP153139.1	33783	100	SAMEA1466436	SAMEA1466436.contig00038	98.754	10	11	9.694	3278	96.187	15	3611	6885	4480	7745	-	7745	0.00e+00	5425
ENA|CP153139|CP153139.1	33783	100	SAMEA1466436	SAMEA1466436.contig00044	98.754	11	12	6.290	2125	98.212	0	10322	12446	1	2125	-	2125	0.00e+00	3662
ENA|CP153139|CP153139.1	33783	100	SAMEA1466436	SAMEA1466436.contig00044	98.754	12	13	3.147	1063	99.059	0	10322	11384	1063	2125	-	2125	0.00e+00	1873
ENA|CP153139|CP153139.1	33783	100	SAMN23839831	SAMN23839831.contig00046	99.979	1	1	44.673	15098	95.052	7	18692	33783	12629	27725	-	29999	0.00e+00	23910
ENA|CP153139|CP153139.1	33783	100	SAMN23839831	SAMN23839831.contig00046	99.979	2	2	10.766	3637	93.786	0	1	3637	8992	12628	-	29999	0.00e+00	5541
ENA|CP153139|CP153139.1	33783	100	SAMN23839831	SAMN23839831.contig00046	99.979	2	3	27.085	9153	97.902	18	3567	12716	1	9138	-	29999	0.00e+00	15741
ENA|CP153139|CP153139.1	33783	100	SAMN23839831	SAMN23839831.contig00046	99.979	3	4	7.258	2463	97.361	11	16233	18684	27537	29999	-	29999	0.00e+00	4208
ENA|CP153139|CP153139.1	33783	100	SAMN23839831	SAMN23839831.contig00046	99.979	4	5	5.361	1814	97.023	15	5358	7168	5548	7349	-	29999	0.00e+00	3104
ENA|CP153139|CP153139.1	33783	100	SAMN23839831	SAMN23839831.contig00046	99.979	5	6	3.623	1224	97.304	0	11493	12716	1	1224	-	29999	0.00e+00	2058
ENA|CP153139|CP153139.1	33783	100	SAMN23839831	SAMN23839831.contig00046	99.979	6	7	3.525	1191	97.229	0	11526	12716	1	1191	-	29999	0.00e+00	1999
ENA|CP153139|CP153139.1	33783	100	SAMN23839831	SAMN23839831.contig00046	99.979	7	8	3.345	1141	97.020	11	16233	17362	28859	29999	-	29999	0.00e+00	1963
ENA|CP153139|CP153139.1	33783	100	SAMN23839831	SAMN23839831.contig00046	99.979	8	9	3.150	1075	96.837	11	16233	17296	28925	29999	-	29999	0.00e+00	1844
ENA|CP153139|CP153139.1	33783	100	SAMN23839831	SAMN23839831.contig00046	99.979	9	10	3.164	1069	96.445	2	3567	4635	8072	9138	-	29999	0.00e+00	1770
ENA|CP153139|CP153139.1	33783	100	SAMN23839831	SAMN23839831.contig00063	99.979	10	11	11.420	3898	94.767	78	12590	16447	20	3879	-	3879	0.00e+00	6480
ENA|CP153139|CP153139.1	33783	100	SAMN23839831	SAMN23839831.contig00063	99.979	11	12	3.416	1156	95.502	2	12590	13743	2724	3879	-	3879	0.00e+00	1869
ENA|CP153139|CP153139.1	33783	100	SAMN23839831	SAMN23839831.contig00063	99.979	12	13	3.147	1101	91.644	76	15381	16443	24	1086	-	3879	0.00e+00	1923
ENA|CP153139|CP153139.1	33783	100	SAMN23839831	SAMN23839831.contig00063	99.979	13	14	3.070	1039	95.669	2	12590	13626	2841	3879	-	3879	0.00e+00	1689
ENA|CP153139|CP153139.1	33783	100	SAMEA7114138	SAMEA7114138.contig00021	96.643	1	1	44.232	14949	95.304	6	18841	33783	6360	21308	-	21308	0.00e+00	23834
ENA|CP153139|CP153139.1	33783	100	SAMEA7114138	SAMEA7114138.contig00021	96.643	2	2	10.535	3559	93.481	0	1	3559	2801	6359	-	21308	0.00e+00	5373
ENA|CP153139|CP153139.1	33783	100	SAMEA7114138	SAMEA7114138.contig00021	96.643	3	3	8.513	2879	96.353	15	3649	6524	1	2867	-	21308	0.00e+00	4796
ENA|CP153139|CP153139.1	33783	100	SAMEA7114138	SAMEA7114138.contig00021	96.643	4	4	3.448	1168	96.062	15	5360	6524	1	1156	-	21308	0.00e+00	1975
ENA|CP153139|CP153139.1	33783	100	SAMEA7114138	SAMEA7114138.contig00023	96.643	5	5	10.727	3625	96.055	20	12743	16366	2134	5739	-	5739	0.00e+00	5992
ENA|CP153139|CP153139.1	33783	100	SAMEA7114138	SAMEA7114138.contig00023	96.643	6	6	6.867	2331	97.169	11	16248	18567	2	2332	-	5739	0.00e+00	3965
ENA|CP153139|CP153139.1	33783	100	SAMEA7114138	SAMEA7114138.contig00024	96.643	7	7	9.771	3302	94.791	4	6859	10159	1	3299	-	4905	0.00e+00	5216
ENA|CP153139|CP153139.1	33783	100	SAMEA7114138	SAMEA7114138.contig00026	96.643	8	8	6.349	2145	98.135	0	10282	12426	1	2145	-	2150	0.00e+00	3689
ENA|CP153139|CP153139.1	33783	100	SAMEA7114138	SAMEA7114138.contig00026	96.643	9	9	3.265	1103	98.821	0	10282	11384	1043	2145	-	2150	0.00e+00	1930
ENA|CP153139|CP153139.1	33783	100	SAMEA111250756	SAMEA111250756.contig00027	99.914	1	1	44.448	15022	95.174	6	18768	33783	2	15023	+	27423	0.00e+00	23863
ENA|CP153139|CP153139.1	33783	100	SAMEA111250756	SAMEA111250756.contig00027	99.914	2	2	10.570	3571	93.559	0	1	3571	15024	18594	+	27423	0.00e+00	5404
ENA|CP153139|CP153139.1	33783	100	SAMEA111250756	SAMEA111250756.contig00027	99.914	2	3	19.969	6750	96.311	18	3528	10273	18514	25249	+	27423	0.00e+00	11149
ENA|CP153139|CP153139.1	33783	100	SAMEA111250756	SAMEA111250756.contig00027	99.914	3	4	7.086	2394	97.911	0	10168	12561	25030	27423	+	27423	0.00e+00	4093
ENA|CP153139|CP153139.1	33783	100	SAMEA111250756	SAMEA111250756.contig00027	99.914	4	5	3.404	1150	97.217	0	11412	12561	26274	27423	+	27423	0.00e+00	1930
ENA|CP153139|CP153139.1	33783	100	SAMEA111250756	SAMEA111250756.contig00034	99.914	5	6	11.547	3903	96.900	2	12466	16366	1	3903	+	6206	0.00e+00	6511
ENA|CP153139|CP153139.1	33783	100	SAMEA111250756	SAMEA111250756.contig00034	99.914	6	7	7.374	2502	96.882	11	16248	18738	3705	6206	+	6206	0.00e+00	4215
ENA|CP153139|CP153139.1	33783	100	SAMEA111250756	SAMEA111250756.contig00034	99.914	7	8	3.635	1230	95.935	2	12466	13693	1	1230	+	6206	0.00e+00	2012
ENA|CP153139|CP153139.1	33783	100	SAMEA111250756	SAMEA111250756.contig00034	99.914	8	9	3.389	1145	97.729	0	17594	18738	5062	6206	+	6206	0.00e+00	1948
ENA|CP153139|CP153139.1	33783	100	SAMEA111250756	SAMEA111250756.contig00034	99.914	9	10	3.525	1193	95.977	2	12466	13656	1	1193	+	6206	0.00e+00	1954
ENA|CP153139|CP153139.1	33783	100	SAMEA111250756	SAMEA111250756.contig00034	99.914	10	11	3.295	1113	97.754	0	17626	18738	5094	6206	+	6206	0.00e+00	1894
ENA|CP153139|CP153139.1	33783	100	SAMEA111250756	SAMEA111250756.contig00034	99.914	11	12	3.099	1047	97.899	0	17692	18738	5160	6206	+	6206	0.00e+00	1790
ENA|CP153139|CP153139.1	33783	100	SAMN07180112	SAMN07180112.contig00048	98.967	1	1	44.333	14983	95.208	6	18807	33783	1	14983	+	28456	0.00e+00	23823
ENA|CP153139|CP153139.1	33783	100	SAMN07180112	SAMN07180112.contig00048	98.967	2	2	9.709	3283	96.071	17	3606	6885	18474	21742	+	28456	0.00e+00	5429
ENA|CP153139|CP153139.1	33783	100	SAMN07180112	SAMN07180112.contig00048	98.967	3	3	10.109	3415	95.168	2	6859	10273	22876	26288	+	28456	0.00e+00	5433
ENA|CP153139|CP153139.1	33783	100	SAMN07180112	SAMN07180112.contig00048	98.967	4	4	10.644	3596	93.687	0	1	3596	14984	18579	+	28456	0.00e+00	5461
ENA|CP153139|CP153139.1	33783	100	SAMN07180112	SAMN07180112.contig00048	98.967	5	5	7.069	2388	98.116	0	10168	12555	26069	28456	+	28456	0.00e+00	4103
ENA|CP153139|CP153139.1	33783	100	SAMN07180112	SAMN07180112.contig00048	98.967	6	6	3.283	1109	97.475	0	9137	10245	25152	26260	+	28456	0.00e+00	1874
ENA|CP153139|CP153139.1	33783	100	SAMN07180112	SAMN07180112.contig00048	98.967	6	7	3.440	1162	98.709	0	10168	11329	26069	27230	+	28456	0.00e+00	2028
ENA|CP153139|CP153139.1	33783	100	SAMN07180112	SAMN07180112.contig00048	98.967	7	8	3.386	1144	97.378	0	11412	12555	27313	28456	+	28456	0.00e+00	1929
ENA|CP153139|CP153139.1	33783	100	SAMN07180112	SAMN07180112.contig00094	98.967	8	9	10.535	3561	96.686	2	12699	16257	1	3561	+	3561	0.00e+00	5909
ENA|CP153139|CP153139.1	33783	100	SAMN07180112	SAMN07180112.contig00100	98.967	9	10	6.962	2363	96.953	11	16347	18698	1	2363	+	2363	0.00e+00	3995
ENA|CP153139|CP153139.1	33783	100	SAMN07180112	SAMN07180112.contig00100	98.967	10	11	3.511	1186	97.892	0	17513	18698	1178	2363	+	2363	0.00e+00	2026
ENA|CP153139|CP153139.1	33783	100	SAMN07180112	SAMN07180112.contig00100	98.967	11	12	3.176	1073	97.856	0	17626	18698	1291	2363	+	2363	0.00e+00	1831
ENA|CP153139|CP153139.1	33783	100	SAMN04279473	SAMN04279473.contig00051	94.260	1	1	44.280	14965	95.202	6	18825	33783	1	14965	+	18525	0.00e+00	23791
ENA|CP153139|CP153139.1	33783	100	SAMN04279473	SAMN04279473.contig00051	94.260	2	2	10.529	3557	93.590	0	1	3557	14966	18522	+	18525	0.00e+00	5387
ENA|CP153139|CP153139.1	33783	100	SAMN04279473	SAMN04279473.contig00061	94.260	3	3	10.852	3667	96.700	2	6414	10079	1	3666	+	3668	0.00e+00	6085
ENA|CP153139|CP153139.1	33783	100	SAMN04279473	SAMN04279473.contig00064	94.260	4	4	8.507	2877	96.455	3	12766	15639	1	2877	+	2877	0.00e+00	4751
ENA|CP153139|CP153139.1	33783	100	SAMN04279473	SAMN04279473.contig00065	94.260	5	5	7.445	2521	95.994	6	3650	6164	1	2521	+	2521	0.00e+00	4123
ENA|CP153139|CP153139.1	33783	100	SAMN04279473	SAMN04279473.contig00068	94.260	6	6	6.527	2205	97.732	0	16442	18646	31	2235	+	2235	0.00e+00	3752
ENA|CP153139|CP153139.1	33783	100	SAMN04279473	SAMN04279473.contig00069	94.260	7	7	6.121	2068	98.162	3	10299	12366	1	2065	+	2065	0.00e+00	3577
ENA|CP153139|CP153139.1	33783	100	SAMN32119116	SAMN32119116.contig00027	96.463	1	1	44.342	14986	95.162	6	18804	33783	1	14986	+	34579	0.00e+00	23798
ENA|CP153139|CP153139.1	33783	100	SAMN32119116	SAMN32119116.contig00027	96.463	2	2	17.775	6007	97.203	2	10282	16286	26327	32333	+	34579	0.00e+00	10094
ENA|CP153139|CP153139.1	33783	100	SAMN32119116	SAMN32119116.contig00027	96.463	3	3	10.508	3550	93.634	0	1	3550	14987	18536	+	34579	0.00e+00	5384
ENA|CP153139|CP153139.1	33783	100	SAMN32119116	SAMN32119116.contig00027	96.463	3	4	10.044	3396	96.025	15	3493	6885	18518	21901	+	34579	0.00e+00	5593
ENA|CP153139|CP153139.1	33783	100	SAMN32119116	SAMN32119116.contig00027	96.463	4	5	6.968	2365	96.956	11	16328	18681	32215	34579	+	34579	0.00e+00	3999
ENA|CP153139|CP153139.1	33783	100	SAMN32119116	SAMN32119116.contig00027	96.463	5	6	7.078	2391	94.312	2	6859	9249	23310	25698	+	34579	0.00e+00	3718
ENA|CP153139|CP153139.1	33783	100	SAMN32119116	SAMN32119116.contig00027	96.463	6	7	6.030	2038	96.811	1	11412	13448	27457	29494	+	34579	0.00e+00	3391
ENA|CP153139|CP153139.1	33783	100	SAMN32119116	SAMN32119116.contig00027	96.463	7	8	5.811	1965	96.234	2	11633	13595	27678	29642	+	34579	0.00e+00	3229
ENA|CP153139|CP153139.1	33783	100	SAMN32119116	SAMN32119116.contig00027	96.463	8	9	4.511	1527	95.874	15	5362	6885	20387	21901	+	34579	0.00e+00	2547
ENA|CP153139|CP153139.1	33783	100	SAMN32119116	SAMN32119116.contig00027	96.463	9	10	3.448	1165	97.940	0	17517	18681	33415	34579	+	34579	0.00e+00	1994
ENA|CP153139|CP153139.1	33783	100	SAMN32119116	SAMN32119116.contig00027	96.463	10	11	3.588	1212	96.452	0	3493	4704	18518	19729	+	34579	0.00e+00	1992
ENA|CP153139|CP153139.1	33783	100	SAMN32119116	SAMN32119116.contig00027	96.463	11	12	3.126	1056	97.917	0	17626	18681	33524	34579	+	34579	0.00e+00	1806
ENA|CP153139|CP153139.1	33783	100	SAMN10104779	SAMN10104779.contig00029	99.325	1	1	44.283	14966	95.182	6	18824	33783	1	14966	+	25026	0.00e+00	23780
ENA|CP153139|CP153139.1	33783	100	SAMN10104779	SAMN10104779.contig00029	99.325	2	2	19.486	6586	96.265	19	3567	10149	18457	25026	+	25026	0.00e+00	10877
ENA|CP153139|CP153139.1	33783	100	SAMN10104779	SAMN10104779.contig00029	99.325	3	3	10.760	3635	93.700	0	1	3635	14967	18601	+	25026	0.00e+00	5523
ENA|CP153139|CP153139.1	33783	100	SAMN10104779	SAMN10104779.contig00031	99.325	4	4	10.911	3689	96.720	3	12553	16238	2126	5814	+	5814	0.00e+00	6130
ENA|CP153139|CP153139.1	33783	100	SAMN10104779	SAMN10104779.contig00031	99.325	5	5	7.063	2386	98.365	0	10218	12603	1	2386	+	5814	0.00e+00	4127
ENA|CP153139|CP153139.1	33783	100	SAMN10104779	SAMN10104779.contig00031	99.325	6	6	3.703	1251	98.881	0	14988	16238	4564	5814	+	5814	0.00e+00	2194
ENA|CP153139|CP153139.1	33783	100	SAMN10104779	SAMN10104779.contig00031	99.325	7	7	3.126	1056	99.053	0	10218	11273	1	1056	+	5814	0.00e+00	1860
ENA|CP153139|CP153139.1	33783	100	SAMN10104779	SAMN10104779.contig00031	99.325	8	8	3.493	1183	95.266	3	12564	13743	2137	3319	+	5814	0.00e+00	1903
ENA|CP153139|CP153139.1	33783	100	SAMN10104779	SAMN10104779.contig00031	99.325	9	9	3.129	1057	97.256	0	11547	12603	1330	2386	+	5814	0.00e+00	1775
ENA|CP153139|CP153139.1	33783	100	SAMN10104779	SAMN10104779.contig00037	99.325	10	10	7.178	2436	96.962	11	16355	18779	1	2436	+	2449	0.00e+00	4118
ENA|CP153139|CP153139.1	33783	100	SAMN10104779	SAMN10104779.contig00037	99.325	11	11	3.750	1267	97.790	0	17513	18779	1170	2436	+	2449	0.00e+00	2159
ENA|CP153139|CP153139.1	33783	100	SAMN10104779	SAMN10104779.contig00037	99.325	12	12	3.448	1165	97.682	0	17615	18779	1272	2436	+	2449	0.00e+00	1979
ENA|CP153139|CP153139.1	33783	100	SAMN10104779	SAMN10104779.contig00037	99.325	13	13	3.321	1122	97.772	0	17658	18779	1315	2436	+	2449	0.00e+00	1911
ENA|CP153139|CP153139.1	33783	100	SAMN10104779	SAMN10104779.contig00037	99.325	14	14	3.158	1067	97.844	0	17713	18779	1370	2436	+	2449	0.00e+00	1820
ENA|CP153139|CP153139.1	33783	100	SAMN10643328	SAMN10643328.contig00026	96.418	1	1	44.283	14966	95.176	6	18824	33783	3629	18594	-	18594	0.00e+00	23775
ENA|CP153139|CP153139.1	33783	100	SAMN10643328	SAMN10643328.contig00026	96.418	2	2	10.644	3596	93.604	0	1	3596	33	3628	-	18594	0.00e+00	5449
ENA|CP153139|CP153139.1	33783	100	SAMN10643328	SAMN10643328.contig00030	96.418	3	3	11.068	3739	96.630	1	6421	10159	1	3738	-	3738	0.00e+00	6185
ENA|CP153139|CP153139.1	33783	100	SAMN10643328	SAMN10643328.contig00030	96.418	4	4	3.099	1047	97.708	0	9113	10159	1	1047	-	3738	0.00e+00	1781
ENA|CP153139|CP153139.1	33783	100	SAMN10643328	SAMN10643328.contig00031	96.418	5	5	10.636	3596	96.719	3	12658	16250	1	3596	-	3629	0.00e+00	5975
ENA|CP153139|CP153139.1	33783	100	SAMN10643328	SAMN10643328.contig00031	96.418	6	6	3.215	1089	95.041	3	12658	13743	2508	3596	-	3629	0.00e+00	1743
ENA|CP153139|CP153139.1	33783	100	SAMN10643328	SAMN10643328.contig00032	96.418	7	7	7.359	2486	96.500	0	3679	6164	1	2486	-	2486	0.00e+00	4091
ENA|CP153139|CP153139.1	33783	100	SAMN10643328	SAMN10643328.contig00033	96.418	8	8	6.376	2165	97.090	11	16414	18567	2	2166	-	2168	0.00e+00	3680
ENA|CP153139|CP153139.1	33783	100	SAMN10643328	SAMN10643328.contig00034	96.418	9	9	6.053	2045	98.337	0	10332	12376	1	2045	-	2045	0.00e+00	3535
ENA|CP153139|CP153139.1	33783	100	SAMN10643328	SAMN10643328.contig00034	96.418	10	10	3.117	1053	99.145	0	10332	11384	993	2045	-	2045	0.00e+00	1858
ENA|CP153139|CP153139.1	33783	100	SAMN10174147	SAMN10174147.contig00031	97.437	1	1	44.283	14966	95.129	6	18824	33783	1	14966	+	26265	0.00e+00	23744
ENA|CP153139|CP153139.1	33783	100	SAMN10174147	SAMN10174147.contig00031	97.437	2	2	20.380	6888	94.904	15	1	6885	14967	21842	+	26265	0.00e+00	10917
ENA|CP153139|CP153139.1	33783	100	SAMN10174147	SAMN10174147.contig00031	97.437	3	3	9.742	3291	95.108	1	6859	10149	22976	26265	+	26265	0.00e+00	5218
ENA|CP153139|CP153139.1	33783	100	SAMN10174147	SAMN10174147.contig00031	97.437	4	4	6.000	2027	94.721	0	2546	4572	17512	19538	+	26265	0.00e+00	3173
ENA|CP153139|CP153139.1	33783	100	SAMN10174147	SAMN10174147.contig00031	97.437	5	5	4.517	1529	96.403	15	5360	6885	20326	21842	+	26265	0.00e+00	2587
ENA|CP153139|CP153139.1	33783	100	SAMN10174147	SAMN10174147.contig00037	97.437	6	6	10.331	3491	96.706	1	12763	16252	6	3496	+	3496	0.00e+00	5786
ENA|CP153139|CP153139.1	33783	100	SAMN10174147	SAMN10174147.contig00039	97.437	7	7	6.506	2209	97.012	12	16362	18559	1	2208	+	2211	0.00e+00	3754
ENA|CP153139|CP153139.1	33783	100	SAMN10174147	SAMN10174147.contig00040	97.437	8	8	6.275	2120	98.208	0	10322	12441	1	2120	+	2120	0.00e+00	3653
ENA|CP153139|CP153139.1	33783	100	SAMN10174147	SAMN10174147.contig00040	97.437	9	9	3.073	1038	98.940	0	10322	11359	1	1038	+	2120	0.00e+00	1822
ENA|CP153139|CP153139.1	33783	100	SAMD00180615	SAMD00180615.contig00031	97.872	1	1	44.294	14970	95.110	7	18820	33783	1	14969	+	18548	0.00e+00	23746
ENA|CP153139|CP153139.1	33783	100	SAMD00180615	SAMD00180615.contig00031	97.872	2	2	10.594	3579	93.769	0	1	3579	14970	18548	+	18548	0.00e+00	5449
ENA|CP153139|CP153139.1	33783	100	SAMD00180615	SAMD00180615.contig00042	97.872	3	3	19.332	6536	96.267	17	3637	10167	4	6527	+	6527	0.00e+00	10778
ENA|CP153139|CP153139.1	33783	100	SAMD00180615	SAMD00180615.contig00042	97.872	4	4	5.361	1814	96.307	15	5358	7168	1725	3526	+	6527	0.00e+00	3047
ENA|CP153139|CP153139.1	33783	100	SAMD00180615	SAMD00180615.contig00042	97.872	5	5	3.046	1029	96.987	0	3637	4665	4	1032	+	6527	0.00e+00	1716
ENA|CP153139|CP153139.1	33783	100	SAMD00180615	SAMD00180615.contig00050	97.872	6	6	10.289	3478	96.751	2	12763	16238	6	3483	+	3483	0.00e+00	5781
ENA|CP153139|CP153139.1	33783	100	SAMD00180615	SAMD00180615.contig00054	97.872	7	7	6.814	2302	97.915	0	10140	12441	1	2302	+	2302	0.00e+00	3936
ENA|CP153139|CP153139.1	33783	100	SAMD00180615	SAMD00180615.contig00054	97.872	8	8	3.517	1188	98.316	0	10140	11327	1	1188	+	2302	0.00e+00	2053
ENA|CP153139|CP153139.1	33783	100	SAMD00180615	SAMD00180615.contig00054	97.872	9	9	3.247	1097	98.177	0	10140	11236	1	1097	+	2302	0.00e+00	1889
ENA|CP153139|CP153139.1	33783	100	SAMD00180615	SAMD00180615.contig00055	97.872	10	10	6.631	2251	96.935	11	16328	18567	1	2251	+	2252	0.00e+00	3808
ENA|CP153139|CP153139.1	33783	100	SAMN36427462	SAMN36427462.contig00044	99.597	1	1	3.182	1075	98.419	0	17689	18763	7348	8422	+	33581	0.00e+00	1862
ENA|CP153139|CP153139.1	33783	100	SAMN36427462	SAMN36427462.contig00044	99.597	1	2	44.058	14890	95.238	6	18900	33783	8426	23315	+	33581	0.00e+00	23697
ENA|CP153139|CP153139.1	33783	100	SAMN36427462	SAMN36427462.contig00044	99.597	2	3	30.409	10282	95.137	25	1	10273	23316	33581	+	33581	0.00e+00	16424
ENA|CP153139|CP153139.1	33783	100	SAMN36427462	SAMN36427462.contig00044	99.597	3	4	18.033	6094	96.456	2	10261	16352	1	6094	+	33581	0.00e+00	10035
ENA|CP153139|CP153139.1	33783	100	SAMN36427462	SAMN36427462.contig00044	99.597	3	5	3.333	1126	96.181	3	16285	17410	5947	7069	+	33581	0.00e+00	1855
ENA|CP153139|CP153139.1	33783	100	SAMN36427462	SAMN36427462.contig00044	99.597	4	6	3.271	1105	96.652	0	15223	16327	4965	6069	+	33581	0.00e+00	1826
ENA|CP153139|CP153139.1	33783	100	SAMN36427462	SAMN36427462.contig00044	99.597	4	7	7.448	2516	97.218	3	16248	18763	5910	8422	+	33581	0.00e+00	4241
ENA|CP153139|CP153139.1	33783	100	SAMN36427462	SAMN36427462.contig00044	99.597	5	8	6.033	2040	95.637	2	11533	13570	1273	3312	+	33581	0.00e+00	3296
ENA|CP153139|CP153139.1	33783	100	SAMN36427462	SAMN36427462.contig00044	99.597	6	9	5.926	2002	94.605	3	2650	4651	25965	27963	+	33581	0.00e+00	3142
ENA|CP153139|CP153139.1	33783	100	SAMN36427462	SAMN36427462.contig00044	99.597	7	10	3.703	1251	98.241	0	17513	18763	7172	8422	+	33581	0.00e+00	2158
ENA|CP153139|CP153139.1	33783	100	SAMN36427462	SAMN36427462.contig00044	99.597	8	11	3.369	1138	98.155	0	17626	18763	7285	8422	+	33581	0.00e+00	1957
ENA|CP153139|CP153139.1	33783	100	SAMN36427462	SAMN36427462.contig00044	99.597	9	12	3.232	1092	98.260	0	10261	11352	1	1092	+	33581	0.00e+00	1884
ENA|CP153139|CP153139.1	33783	100	SAMN36427462	SAMN36427462.contig00044	99.597	10	13	3.176	1073	98.416	0	17691	18763	7350	8422	+	33581	0.00e+00	1858
ENA|CP153139|CP153139.1	33783	100	SAMN36427462	SAMN36427462.contig00044	99.597	11	14	3.117	1053	96.771	0	15275	16327	5017	6069	+	33581	0.00e+00	1746
ENA|CP153139|CP153139.1	33783	100	SAMN36427462	SAMN36427462.contig00044	99.597	11	15	3.182	1075	96.372	3	16248	17322	5910	6981	+	33581	0.00e+00	1781
ENA|CP153139|CP153139.1	33783	100	SAMN41081435	SAMN41081435.contig00022	99.899	1	1	25.593	8659	97.067	13	10197	18842	1	8659	+	34747	0.00e+00	14543
ENA|CP153139|CP153139.1	33783	100	SAMN41081435	SAMN41081435.contig00022	99.899	1	2	44.146	14920	95.174	6	18870	33783	8649	23568	+	34747	0.00e+00	23701
ENA|CP153139|CP153139.1	33783	100	SAMN41081435	SAMN41081435.contig00022	99.899	2	3	10.088	3408	96.362	1	6859	10266	31341	34747	+	34747	0.00e+00	5597
ENA|CP153139|CP153139.1	33783	100	SAMN41081435	SAMN41081435.contig00022	99.899	3	4	9.709	3283	95.949	17	3606	6885	27059	30327	+	34747	0.00e+00	5411
ENA|CP153139|CP153139.1	33783	100	SAMN41081435	SAMN41081435.contig00022	99.899	4	5	10.650	3598	93.747	0	1	3598	23569	27166	+	34747	0.00e+00	5474
